customer_id,age,gender,item_purchased,product_type,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_freq_days
2550,58,Male,Shirt,Apparel,76.02,West Virginia,M,Gray,Summer,2.8,No,Next Day Air,No,32,Debit Card,Annually,senior,365
2551,37,Male,Skirt,Apparel,88.71,Wyoming,M,Red,Winter,1.8,No,Express,Yes,3,Venmo,Annually,adult,365
2552,25,Male,Sweater,Apparel,109.47,Kentucky,L,Brown,Winter,3.9,No,Free Shipping,Yes,36,Bank Transfer,Weekly,young,7
2553,63,Female,Coat,Outerwear,71.52,Wyoming,M,Black,Winter,4.6,Yes,Express,No,8,Bank Transfer,Monthly,senior,30
2554,33,Female,Blouse,Apparel,118.52,Illinois,XL,Purple,Winter,2.6,No,2-Day Shipping,No,42,Cash,Annually,adult,365
2555,42,Female,Jacket,Outerwear,48.03,West Virginia,L,Silver,Spring,1.4,No,Store Pickup,Yes,11,PayPal,Quarterly,adult,90
2556,43,Male,Handbag,Bags & Accessories,112.43,West Virginia,L,Olive,Spring,3,Yes,Next Day Air,Yes,16,Venmo,Bi-Weekly,adult,14
2557,65,Male,Sweater,Apparel,34.3,Louisiana,L,Black,Spring,3.1,No,Store Pickup,No,52,Debit Card,Bi-Weekly,senior,14
2558,68,Male,Blouse,Apparel,96.36,Maine,M,Maroon,Winter,2.4,No,2-Day Shipping,Yes,13,Cash,Weekly,senior,7
2559,66,Male,Sandals,Footwear,51.82,Massachusetts,L,Maroon,Fall,2.6,No,Standard,No,36,Cash,Weekly,senior,7
2560,50,Female,Hat,Bags & Accessories,28.7,Ohio,L,Green,Spring,2.6,Yes,Express,Yes,55,Credit Card,Weekly,middle_aged,7
2561,18,Male,Jacket,Outerwear,68.15,West Virginia,L,Violet,Winter,4.6,Yes,Express,No,28,Venmo,Quarterly,young,90
2562,57,Male,Blouse,Apparel,108.48,Hawaii,S,Maroon,Spring,2.6,No,Store Pickup,Yes,16,Venmo,Fortnightly,senior,14
2563,23,Female,Blouse,Apparel,118.55,Wyoming,S,Turquoise,Spring,2.8,No,Store Pickup,Yes,52,Cash,Fortnightly,young,14
2564,19,Female,Handbag,Bags & Accessories,35.83,Oregon,L,Gold,Summer,4.2,Yes,Store Pickup,No,3,Venmo,Fortnightly,young,14
2565,26,Male,Blouse,Apparel,98.79,Oregon,M,Red,Fall,2.4,No,Next Day Air,No,37,Credit Card,Quarterly,young,90
2566,40,Female,Shorts,Apparel,39.48,New York,XL,Green,Fall,3,No,Store Pickup,No,28,Cash,Fortnightly,adult,14
2567,49,Male,Skirt,Apparel,51.83,Maine,M,Silver,Winter,3.010953979,No,Express,Yes,40,Venmo,Quarterly,middle_aged,90
2568,40,Male,Shirt,Apparel,55.02,Montana,M,Yellow,Fall,1.5,No,Standard,No,47,Bank Transfer,Weekly,adult,7
2569,28,Female,Scarf,Apparel,15.15,Massachusetts,S,Purple,Spring,2,Yes,Standard,No,26,Cash,Weekly,young,7
2570,35,Male,Dress,Apparel,33.61,Oregon,XL,Turquoise,Summer,4.3,No,Standard,Yes,36,Cash,Annually,adult,365
2571,31,Female,Coat,Outerwear,41.64,Florida,L,Red,Fall,3.6,Yes,Standard,Yes,39,PayPal,Fortnightly,young,14
2572,54,Female,Jacket,Outerwear,107.47,Maine,L,Violet,Summer,2.982608696,No,2-Day Shipping,No,5,Bank Transfer,Monthly,middle_aged,30
2573,31,Female,Watch,Luxury Goods,57.97,Massachusetts,XL,Yellow,Spring,3.8,No,Store Pickup,No,48,Venmo,Bi-Weekly,young,14
2574,56,Female,Watch,Luxury Goods,85.49,Missouri,L,Olive,Summer,1,No,Store Pickup,No,13,Venmo,Weekly,middle_aged,7
2575,25,Male,Handbag,Bags & Accessories,108.2,Florida,L,Pink,Spring,3.2,Yes,Next Day Air,No,17,Bank Transfer,Fortnightly,young,14
2576,19,Male,Handbag,Bags & Accessories,118.57,Kentucky,XXL,Brown,Fall,2.6,Yes,Express,No,33,Credit Card,Fortnightly,young,14
2577,26,Female,Sunglasses,Luxury Goods,118.78,Massachusetts,XXL,Blue,Summer,2.2,No,Standard,Yes,30,Credit Card,Monthly,young,30
2578,34,Female,Skirt,Apparel,114.57,Massachusetts,XL,Blue,Spring,2,Yes,Standard,No,21,Credit Card,Fortnightly,adult,14
2579,38,Female,Sandals,Footwear,104.35,Oregon,M,Gray,Spring,3.7,No,Express,Yes,39,Cash,Weekly,adult,7
2580,50,Female,Skirt,Apparel,102.67,Missouri,M,Brown,Fall,2.8,Yes,Store Pickup,Yes,29,Venmo,Bi-Weekly,middle_aged,14
2581,34,Male,Handbag,Bags & Accessories,32.36,Kentucky,S,Pink,Summer,2.1,Yes,Standard,No,25,Bank Transfer,Monthly,adult,30
2582,65,Male,Sunglasses,Luxury Goods,64.67,Kentucky,L,Maroon,Winter,4.5,Yes,Express,No,26,Venmo,Monthly,senior,30
2583,22,Female,Jeans,Apparel,43.74,New Hampshire,L,Silver,Winter,4.4,No,Store Pickup,No,42,Credit Card,Quarterly,young,90
2584,38,Male,Sandals,Footwear,26.74,Louisiana,M,Purple,Winter,1,Yes,2-Day Shipping,No,29,Credit Card,Bi-Weekly,adult,14
2585,69,Male,Skirt,Apparel,70.16,Maine,S,Red,Fall,1.9,Yes,Store Pickup,No,2,Credit Card,Monthly,senior,30
2586,41,Male,Sandals,Footwear,84.07,Arkansas,XXL,Brown,Summer,4.1,No,Next Day Air,Yes,37,Debit Card,Annually,adult,365
2587,32,Male,Sweater,Apparel,60.59,California,XXL,Silver,Fall,2,No,2-Day Shipping,No,27,Cash,Bi-Weekly,adult,14
2588,65,Male,Dress,Apparel,47.5,West Virginia,XL,Violet,Spring,4.5,No,2-Day Shipping,No,19,Bank Transfer,Bi-Weekly,senior,14
2589,44,Male,Sunglasses,Luxury Goods,50.01,West Virginia,M,Blue,Winter,2.7,Yes,Next Day Air,No,6,Credit Card,Weekly,middle_aged,7
2590,49,Female,Blouse,Apparel,80.71,Arkansas,XL,Turquoise,Summer,2.5,Yes,Free Shipping,No,53,Venmo,Annually,middle_aged,365
2591,60,Female,Dress,Apparel,93.16,Delaware,L,Teal,Spring,3.5,No,2-Day Shipping,No,31,PayPal,Monthly,senior,30
2592,59,Male,Sweater,Apparel,68.86,Maine,M,Yellow,Fall,3.6,No,Express,Yes,15,Bank Transfer,Annually,senior,365
2593,24,Male,Jacket,Outerwear,19.43,Florida,S,Maroon,Winter,1.1,No,Store Pickup,No,29,Credit Card,Monthly,young,30
2594,18,Male,Sunglasses,Luxury Goods,94.37,Rhode Island,M,Charcoal,Winter,4.9,No,2-Day Shipping,No,9,Venmo,Annually,young,365
2595,45,Female,Belt,Bags & Accessories,59.31,Florida,M,Gold,Spring,1.3,No,Standard,No,59,PayPal,Quarterly,middle_aged,90
2596,60,Female,Jacket,Outerwear,44.57,Missouri,M,Gold,Fall,2.982608696,Yes,Next Day Air,Yes,54,Bank Transfer,Bi-Weekly,senior,14
2597,55,Male,Boots,Footwear,111.37,Florida,S,Black,Spring,2.991810919,No,Standard,No,9,PayPal,Weekly,middle_aged,7
2598,43,Female,Shorts,Apparel,25.92,Montana,L,Olive,Spring,2.8,No,Express,No,18,Credit Card,Weekly,adult,7
2599,35,Male,Jeans,Apparel,18.35,New Hampshire,XL,Brown,Summer,3.1,Yes,Store Pickup,No,14,PayPal,Bi-Weekly,adult,14
2600,44,Male,Belt,Bags & Accessories,66.25,Maine,S,Red,Summer,1.9,No,Free Shipping,No,23,PayPal,Annually,middle_aged,365
2601,24,Female,Sunglasses,Luxury Goods,38.81,Kentucky,S,Olive,Winter,1.8,Yes,Free Shipping,Yes,42,PayPal,Annually,young,365
2602,53,Male,Skirt,Apparel,66.31,Ohio,XXL,White,Spring,2,No,Free Shipping,No,15,Bank Transfer,Fortnightly,middle_aged,14
2603,22,Male,Dress,Apparel,83.86,Florida,L,Black,Spring,1.8,Yes,Standard,Yes,45,Bank Transfer,Annually,young,365
2604,30,Male,Handbag,Bags & Accessories,53.21,Texas,L,Olive,Fall,4.6,No,Express,No,41,PayPal,Weekly,young,7
2605,21,Female,Belt,Bags & Accessories,72.13,Arkansas,M,Gold,Fall,4,Yes,Express,Yes,56,Bank Transfer,Monthly,young,30
2606,67,Male,Coat,Outerwear,93.36,New York,M,Turquoise,Fall,4.7,No,Store Pickup,Yes,51,Debit Card,Monthly,senior,30
2607,57,Female,Sweater,Apparel,83.87,Texas,L,Blue,Summer,4.1,Yes,2-Day Shipping,Yes,58,PayPal,Quarterly,senior,90
2608,67,Male,Scarf,Apparel,35.06,Rhode Island,L,White,Fall,3.010953979,No,Store Pickup,No,43,Credit Card,Weekly,senior,7
2609,36,Male,Jacket,Outerwear,85.43,Arkansas,M,Blue,Fall,3.6,No,Free Shipping,No,38,Cash,Fortnightly,adult,14
2610,63,Male,Coat,Outerwear,35.19,Florida,M,White,Spring,2.3,No,Next Day Air,Yes,4,Credit Card,Monthly,senior,30
2611,69,Male,Handbag,Bags & Accessories,110.16,Oregon,L,Red,Winter,3.7,Yes,Standard,Yes,43,PayPal,Bi-Weekly,senior,14
2612,27,Male,Coat,Outerwear,98.53,Rhode Island,L,Brown,Winter,2.6,No,2-Day Shipping,Yes,24,Bank Transfer,Weekly,young,7
2613,20,Female,Belt,Bags & Accessories,62.81,Massachusetts,XL,Purple,Summer,1.7,Yes,Standard,No,31,Bank Transfer,Weekly,young,7
2614,20,Female,Shoes,Footwear,40.93,Florida,L,Gold,Summer,3.7,Yes,Express,No,2,PayPal,Annually,young,365
2615,55,Male,Hat,Bags & Accessories,70.79,Montana,M,Maroon,Winter,3.4,No,Express,Yes,17,PayPal,Fortnightly,middle_aged,14
2616,35,Female,Shirt,Apparel,35.22,Maine,L,Brown,Summer,4.1,Yes,Free Shipping,Yes,17,Credit Card,Bi-Weekly,adult,14
2617,34,Female,Blouse,Apparel,23.66,Kentucky,L,Olive,Winter,1.3,Yes,Store Pickup,No,58,Venmo,Bi-Weekly,adult,14
2618,29,Female,Belt,Bags & Accessories,16.95,New York,M,Brown,Spring,2.1,Yes,Next Day Air,No,37,PayPal,Bi-Weekly,young,14
2619,51,Male,Shirt,Apparel,78.11,Texas,XL,Gold,Spring,1.3,Yes,Free Shipping,Yes,29,PayPal,Fortnightly,middle_aged,14
2620,21,Female,Coat,Outerwear,15.59,Hawaii,L,White,Fall,1.3,Yes,2-Day Shipping,Yes,28,Credit Card,Monthly,young,30
2621,31,Female,Blouse,Apparel,81.17,Texas,M,White,Spring,3.7,Yes,Store Pickup,Yes,58,Cash,Annually,young,365
2622,45,Male,Hat,Bags & Accessories,98.74,Rhode Island,XXL,White,Winter,2.3,Yes,Store Pickup,No,9,Venmo,Monthly,middle_aged,30
2623,26,Female,Scarf,Apparel,116.42,New York,XXL,White,Winter,2,No,Standard,No,11,Cash,Monthly,young,30
2624,20,Female,Shorts,Apparel,85.01,New Hampshire,M,Turquoise,Summer,4.6,No,Free Shipping,Yes,10,Venmo,Annually,young,365
2625,21,Female,Boots,Footwear,38.46,Oregon,XXL,Silver,Spring,3.3,Yes,Standard,Yes,43,Venmo,Bi-Weekly,young,14
2626,29,Male,Hat,Bags & Accessories,55.34,West Virginia,L,Black,Spring,4.5,No,Next Day Air,No,58,Credit Card,Monthly,young,30
2627,53,Female,Sweater,Apparel,54.01,Texas,XL,Teal,Summer,4,Yes,Store Pickup,No,33,PayPal,Bi-Weekly,middle_aged,14
2628,59,Male,Shirt,Apparel,37.95,Delaware,XL,Pink,Winter,1.7,Yes,Store Pickup,No,54,Debit Card,Quarterly,senior,90
2629,46,Female,Sweater,Apparel,37.12,Illinois,M,Silver,Summer,2.8,No,Store Pickup,Yes,56,Venmo,Weekly,middle_aged,7
2630,24,Female,Coat,Outerwear,99.86,Massachusetts,L,Silver,Spring,2.5,Yes,Express,Yes,48,PayPal,Bi-Weekly,young,14
2631,69,Female,Shoes,Footwear,49.78,Rhode Island,S,Silver,Fall,4.2,Yes,Standard,No,47,Cash,Monthly,senior,30
2632,39,Female,Hat,Bags & Accessories,53.62,Arkansas,S,Olive,Summer,1.9,No,Free Shipping,No,46,PayPal,Weekly,adult,7
2633,44,Male,Jacket,Outerwear,70.99,Rhode Island,XL,Pink,Winter,3.8,Yes,Standard,No,39,Bank Transfer,Monthly,middle_aged,30
2634,37,Female,Boots,Footwear,43.3,California,XL,Yellow,Summer,1.6,Yes,Store Pickup,Yes,36,Venmo,Annually,adult,365
2635,54,Female,Handbag,Bags & Accessories,18.1,Ohio,XXL,Red,Fall,3.4,No,2-Day Shipping,No,6,PayPal,Bi-Weekly,middle_aged,14
2636,51,Female,Hat,Bags & Accessories,57.42,Missouri,M,Maroon,Fall,1.1,No,Free Shipping,No,18,PayPal,Monthly,middle_aged,30
2637,56,Female,Dress,Apparel,30.03,Florida,S,Yellow,Summer,2.3,Yes,Standard,No,32,PayPal,Weekly,middle_aged,7
2638,34,Male,Jeans,Apparel,20.61,Missouri,S,Maroon,Fall,1.3,Yes,Express,No,35,Bank Transfer,Monthly,adult,30
2639,27,Female,Sunglasses,Luxury Goods,115.96,Wyoming,L,Maroon,Summer,2.4,No,Next Day Air,No,36,PayPal,Fortnightly,young,14
2640,62,Female,Sandals,Footwear,79.02,Hawaii,M,Maroon,Summer,3.8,Yes,Express,Yes,11,Venmo,Annually,senior,365
2641,54,Male,Shoes,Footwear,25.92,Montana,M,Silver,Summer,3.7,No,Free Shipping,Yes,22,Venmo,Weekly,middle_aged,7
2642,36,Male,Jeans,Apparel,36.52,New York,M,Olive,Winter,3.4,No,2-Day Shipping,Yes,27,Cash,Weekly,adult,7
2643,33,Male,Boots,Footwear,61.91,Kentucky,S,White,Winter,1.2,Yes,Next Day Air,No,28,Debit Card,Weekly,adult,7
2644,23,Male,Sweater,Apparel,70.91,Louisiana,S,Charcoal,Fall,2.4,No,2-Day Shipping,No,14,Credit Card,Monthly,young,30
2645,66,Female,Shoes,Footwear,113.09,Rhode Island,L,Black,Winter,2.5,Yes,2-Day Shipping,Yes,48,Debit Card,Fortnightly,senior,14
2646,61,Male,Coat,Outerwear,45.31,Delaware,M,Silver,Winter,2.982608696,Yes,Next Day Air,No,43,Debit Card,Weekly,senior,7
2647,31,Female,Coat,Outerwear,46.27,Missouri,XXL,Olive,Spring,1.1,No,Free Shipping,No,42,Bank Transfer,Fortnightly,young,14
2648,54,Male,Jeans,Apparel,113.57,Louisiana,L,Blue,Summer,1.7,No,Free Shipping,No,24,Bank Transfer,Annually,middle_aged,365
2649,43,Male,Handbag,Bags & Accessories,38.42,Rhode Island,XL,Yellow,Summer,4.1,No,Free Shipping,Yes,57,Debit Card,Bi-Weekly,adult,14
2650,43,Male,Shorts,Apparel,86.28,Kentucky,L,Maroon,Fall,3.010953979,No,Free Shipping,Yes,33,Credit Card,Weekly,adult,7
2651,67,Male,Boots,Footwear,49.08,Louisiana,L,Maroon,Spring,4.6,No,Standard,Yes,51,Cash,Annually,senior,365
2652,23,Female,Skirt,Apparel,38.63,Ohio,XL,Olive,Summer,1.7,No,Store Pickup,No,21,PayPal,Quarterly,young,90
2653,40,Female,Skirt,Apparel,93.37,Arkansas,L,Pink,Fall,3.1,Yes,Free Shipping,No,38,Venmo,Annually,adult,365
2654,46,Male,Sweater,Apparel,113.49,Rhode Island,L,Olive,Winter,4.9,No,Standard,Yes,45,PayPal,Annually,middle_aged,365
2655,35,Female,Scarf,Apparel,106.02,Rhode Island,XL,White,Summer,4.6,No,2-Day Shipping,No,10,Credit Card,Bi-Weekly,adult,14
2656,39,Male,Hat,Bags & Accessories,116.92,Montana,XL,Teal,Winter,2.3,Yes,Standard,No,39,Venmo,Quarterly,adult,90
2657,20,Male,Blouse,Apparel,90.69,Arkansas,M,Olive,Winter,1.1,Yes,Next Day Air,No,8,Credit Card,Monthly,young,30
2658,58,Female,Scarf,Apparel,71.59,California,S,Brown,Fall,4.1,Yes,Next Day Air,No,2,Venmo,Quarterly,senior,90
2659,63,Female,Handbag,Bags & Accessories,73.63,Rhode Island,S,Gray,Fall,2.972365196,No,Standard,No,17,Venmo,Weekly,senior,7
2660,39,Male,Dress,Apparel,22.85,West Virginia,S,Purple,Fall,2.1,Yes,Free Shipping,No,34,Bank Transfer,Monthly,adult,30
2661,67,Male,Shirt,Apparel,27.65,West Virginia,M,Violet,Spring,2.3,Yes,Standard,No,22,Cash,Fortnightly,senior,14
2662,50,Female,Scarf,Apparel,87.96,Texas,XL,Olive,Fall,1.5,Yes,Free Shipping,Yes,12,Cash,Weekly,middle_aged,7
2663,32,Female,Watch,Luxury Goods,78.68,Florida,S,Blue,Spring,2,No,Store Pickup,No,34,PayPal,Monthly,adult,30
2664,43,Male,Skirt,Apparel,58.99,Delaware,M,Violet,Winter,1.2,Yes,Standard,No,40,Bank Transfer,Fortnightly,adult,14
2665,63,Male,Shorts,Apparel,106.58,Missouri,L,Olive,Summer,4.5,No,2-Day Shipping,Yes,29,Bank Transfer,Fortnightly,senior,14
2666,36,Female,Sweater,Apparel,112.94,Texas,M,Violet,Fall,4.8,Yes,Store Pickup,No,36,Venmo,Weekly,adult,7
2667,41,Male,Blouse,Apparel,69.93,Texas,M,Red,Spring,3.010953979,No,2-Day Shipping,No,26,Venmo,Monthly,adult,30
2668,67,Female,Scarf,Apparel,103.94,Louisiana,M,White,Winter,2.3,No,Express,Yes,17,Bank Transfer,Bi-Weekly,senior,14
2669,56,Male,Jacket,Outerwear,100.76,Montana,S,White,Fall,3.5,No,Next Day Air,Yes,2,PayPal,Monthly,middle_aged,30
2670,56,Male,Sandals,Footwear,69.7,Massachusetts,L,Teal,Spring,1.6,No,Free Shipping,Yes,45,Bank Transfer,Monthly,middle_aged,30
2671,49,Female,Scarf,Apparel,77.89,Hawaii,L,Violet,Fall,1.2,No,Standard,No,59,Venmo,Fortnightly,middle_aged,14
2672,35,Female,Scarf,Apparel,115.68,Delaware,M,Gray,Fall,2.9,Yes,Standard,Yes,34,Debit Card,Bi-Weekly,adult,14
2673,45,Male,Hat,Bags & Accessories,47.1,Illinois,M,Pink,Fall,2.5,Yes,Free Shipping,Yes,7,Credit Card,Quarterly,middle_aged,90
2674,56,Female,Belt,Bags & Accessories,39.68,New Hampshire,L,Pink,Summer,3.9,No,Express,No,14,Bank Transfer,Fortnightly,middle_aged,14
2675,37,Female,Belt,Bags & Accessories,33.2,Ohio,L,Turquoise,Fall,2.7,Yes,2-Day Shipping,Yes,35,Debit Card,Weekly,adult,7
2676,66,Female,Dress,Apparel,97.49,Missouri,S,Brown,Fall,2.2,Yes,Standard,Yes,8,Cash,Weekly,senior,7
2677,44,Male,Scarf,Apparel,89.04,Wyoming,M,White,Fall,3.6,Yes,Express,Yes,51,PayPal,Annually,middle_aged,365
2678,68,Male,Shirt,Apparel,56.75,Oregon,L,Black,Spring,1.4,No,Free Shipping,No,2,PayPal,Bi-Weekly,senior,14
2679,29,Female,Handbag,Bags & Accessories,37.92,Montana,M,Gray,Summer,1.2,Yes,Express,Yes,49,PayPal,Quarterly,young,90
2680,43,Female,Sweater,Apparel,59.7,Massachusetts,M,Brown,Summer,2,Yes,Store Pickup,Yes,48,Venmo,Monthly,adult,30
2681,45,Male,Watch,Luxury Goods,54.39,Wyoming,L,Gray,Winter,2.2,No,Standard,No,7,Credit Card,Bi-Weekly,middle_aged,14
2682,34,Female,Belt,Bags & Accessories,19.98,Maine,S,Yellow,Spring,3.8,No,Standard,Yes,51,Credit Card,Bi-Weekly,adult,14
2683,51,Female,Scarf,Apparel,50.84,Kentucky,L,Violet,Winter,4.7,No,Standard,Yes,8,Debit Card,Monthly,middle_aged,30
2684,45,Male,Sunglasses,Luxury Goods,71.34,Kentucky,L,Charcoal,Spring,4.8,No,Free Shipping,No,3,Cash,Bi-Weekly,middle_aged,14
2685,34,Male,Sandals,Footwear,117.66,Kentucky,XL,Black,Winter,4.2,Yes,2-Day Shipping,No,24,Credit Card,Annually,adult,365
2686,44,Male,Sunglasses,Luxury Goods,78.76,Kentucky,L,Black,Winter,2.5,Yes,Free Shipping,Yes,5,Cash,Quarterly,middle_aged,90
2687,30,Male,Shoes,Footwear,66.8,Wyoming,M,Silver,Fall,1.6,Yes,Free Shipping,No,52,Credit Card,Monthly,young,30
2688,46,Male,Watch,Luxury Goods,52.31,Rhode Island,S,White,Summer,3.3,Yes,Next Day Air,No,22,Credit Card,Weekly,middle_aged,7
2689,45,Female,Sweater,Apparel,83.39,California,L,Yellow,Fall,4.3,Yes,Express,No,50,PayPal,Monthly,middle_aged,30
2690,50,Female,Dress,Apparel,47.81,Massachusetts,L,White,Summer,2.9,Yes,Store Pickup,Yes,45,Cash,Bi-Weekly,middle_aged,14
2691,42,Male,Sandals,Footwear,31.54,Ohio,L,Red,Winter,2.8,No,2-Day Shipping,No,43,PayPal,Monthly,adult,30
2692,42,Male,Coat,Outerwear,70.78,Montana,M,Gray,Winter,4.2,No,Standard,Yes,35,Cash,Monthly,adult,30
2693,57,Female,Blouse,Apparel,44.94,Arkansas,L,Pink,Spring,1.3,No,Store Pickup,Yes,20,Debit Card,Fortnightly,senior,14
2694,66,Female,Dress,Apparel,17.71,Massachusetts,XXL,Violet,Spring,2.2,Yes,Store Pickup,Yes,25,Credit Card,Bi-Weekly,senior,14
2695,63,Female,Shoes,Footwear,77.21,West Virginia,M,Olive,Spring,3.2,No,Next Day Air,No,29,Debit Card,Fortnightly,senior,14
2696,29,Female,Handbag,Bags & Accessories,86.37,Ohio,M,Teal,Summer,2.9,No,2-Day Shipping,Yes,1,PayPal,Bi-Weekly,young,14
2697,68,Female,Shirt,Apparel,102.82,Maine,L,Gold,Winter,1.7,No,Store Pickup,No,7,PayPal,Annually,senior,365
2698,60,Male,Sweater,Apparel,15.14,Wyoming,XL,Olive,Fall,4.7,No,Express,No,1,Venmo,Weekly,senior,7
2699,43,Female,Belt,Bags & Accessories,104.54,Hawaii,M,Brown,Summer,3,No,Free Shipping,Yes,7,Bank Transfer,Quarterly,adult,90
2700,49,Female,Coat,Outerwear,43.47,Massachusetts,S,Black,Spring,2.1,No,Next Day Air,Yes,36,Cash,Quarterly,middle_aged,90
2701,69,Male,Belt,Bags & Accessories,39.22,Delaware,M,Blue,Winter,3.9,Yes,Next Day Air,No,48,Credit Card,Annually,senior,365
2702,37,Female,Hat,Bags & Accessories,92.24,Oregon,S,Pink,Spring,4.4,No,Next Day Air,Yes,26,Venmo,Fortnightly,adult,14
2703,53,Female,Jacket,Outerwear,48.79,Louisiana,XL,Gold,Summer,3.4,Yes,Store Pickup,No,36,Cash,Bi-Weekly,middle_aged,14
2704,62,Male,Sweater,Apparel,97.94,Texas,M,Teal,Fall,2.2,Yes,Store Pickup,No,53,PayPal,Monthly,senior,30
2705,28,Male,Coat,Outerwear,64.31,California,S,Teal,Summer,3.8,No,2-Day Shipping,Yes,36,Cash,Weekly,young,7
2706,38,Male,Handbag,Bags & Accessories,86.28,Montana,L,Red,Summer,1.5,No,2-Day Shipping,No,8,Cash,Weekly,adult,7
2707,65,Female,Shorts,Apparel,101.01,Wyoming,XL,Olive,Summer,4.9,Yes,Next Day Air,Yes,17,Debit Card,Fortnightly,senior,14
2708,27,Female,Jacket,Outerwear,80.97,Texas,M,Gray,Winter,3.7,No,Next Day Air,No,35,Bank Transfer,Monthly,young,30
2709,64,Male,Coat,Outerwear,27.21,Maine,XL,White,Fall,2.982608696,No,Express,Yes,16,Credit Card,Bi-Weekly,senior,14
2710,51,Female,Blouse,Apparel,71.88,Delaware,M,Gray,Spring,3.8,Yes,Standard,No,9,Cash,Weekly,middle_aged,7
2711,23,Male,Jacket,Outerwear,22.77,Hawaii,L,Pink,Spring,1.2,Yes,2-Day Shipping,Yes,23,PayPal,Annually,young,365
2712,58,Male,Shoes,Footwear,75.18,Missouri,M,White,Fall,2.5,No,Free Shipping,No,24,PayPal,Weekly,senior,7
2713,54,Male,Scarf,Apparel,90.89,Massachusetts,XL,Gold,Fall,3.9,No,Standard,Yes,16,Cash,Bi-Weekly,middle_aged,14
2714,57,Male,Jeans,Apparel,68.32,Ohio,XL,Silver,Summer,4.8,Yes,2-Day Shipping,No,52,Debit Card,Weekly,senior,7
2715,32,Male,Watch,Luxury Goods,47.53,Rhode Island,S,Pink,Fall,2,No,Store Pickup,No,42,Cash,Annually,adult,365
2716,33,Female,Hat,Bags & Accessories,31.55,Massachusetts,L,Green,Summer,2.5,Yes,Next Day Air,No,26,Bank Transfer,Fortnightly,adult,14
2717,44,Female,Boots,Footwear,67.31,Illinois,L,Gray,Summer,2.991810919,No,Free Shipping,Yes,23,Credit Card,Fortnightly,middle_aged,14
2718,35,Female,Shirt,Apparel,46.15,Florida,M,Blue,Summer,2.8,Yes,Standard,No,32,Credit Card,Fortnightly,adult,14
2719,60,Male,Shorts,Apparel,25.09,Maine,M,Charcoal,Winter,4.6,No,Express,Yes,5,Credit Card,Weekly,senior,7
2720,40,Female,Sunglasses,Luxury Goods,82.95,California,M,Olive,Summer,3.8,Yes,Next Day Air,No,43,Cash,Monthly,adult,30
2721,66,Female,Sweater,Apparel,99.79,Wyoming,M,Yellow,Spring,3.5,Yes,Free Shipping,No,38,Credit Card,Bi-Weekly,senior,14
2722,47,Female,Shorts,Apparel,19.44,West Virginia,S,Brown,Winter,4.6,No,2-Day Shipping,No,3,PayPal,Weekly,middle_aged,7
2723,62,Female,Shorts,Apparel,101.72,Kentucky,S,Maroon,Winter,1.6,Yes,Free Shipping,Yes,13,Cash,Fortnightly,senior,14
2724,48,Male,Dress,Apparel,52.23,Missouri,XL,Teal,Winter,2.1,Yes,Standard,No,48,Bank Transfer,Weekly,middle_aged,7
2725,65,Male,Boots,Footwear,26.55,Wyoming,M,Teal,Fall,4.2,No,Standard,Yes,46,Debit Card,Fortnightly,senior,14
2726,39,Male,Coat,Outerwear,83.7,West Virginia,S,Yellow,Summer,4.9,No,2-Day Shipping,No,17,Credit Card,Weekly,adult,7
2727,50,Male,Sandals,Footwear,49.54,Ohio,L,Pink,Winter,3.8,No,Store Pickup,No,52,Bank Transfer,Quarterly,middle_aged,90
2728,51,Male,Hat,Bags & Accessories,100.98,California,M,Purple,Spring,1.3,Yes,Next Day Air,Yes,25,Bank Transfer,Monthly,middle_aged,30
2729,64,Female,Blouse,Apparel,78.32,Texas,XL,Blue,Winter,2.6,Yes,Express,Yes,2,Bank Transfer,Weekly,senior,7
2730,54,Female,Watch,Luxury Goods,37.86,Delaware,M,Yellow,Winter,4.3,Yes,Free Shipping,No,54,Bank Transfer,Bi-Weekly,middle_aged,14
2731,56,Male,Sunglasses,Luxury Goods,32.03,Texas,M,Charcoal,Summer,1.5,No,Express,Yes,51,Bank Transfer,Annually,middle_aged,365
2732,27,Male,Watch,Luxury Goods,112.49,Florida,S,Teal,Fall,3.3,Yes,Standard,No,19,Bank Transfer,Quarterly,young,90
2733,65,Female,Sweater,Apparel,107.75,Wyoming,M,Silver,Winter,3.1,Yes,Free Shipping,No,1,Credit Card,Fortnightly,senior,14
2734,28,Female,Shoes,Footwear,20.17,Arkansas,XL,Purple,Winter,1.5,Yes,2-Day Shipping,No,9,Cash,Weekly,young,7
2735,34,Male,Skirt,Apparel,59.49,Florida,L,Turquoise,Spring,4.5,Yes,Standard,No,12,Credit Card,Fortnightly,adult,14
2736,37,Male,Sunglasses,Luxury Goods,113.06,Kentucky,M,Teal,Summer,3.2,Yes,2-Day Shipping,Yes,15,Cash,Annually,adult,365
2737,51,Male,Jacket,Outerwear,108.88,Louisiana,L,Green,Fall,4.2,No,2-Day Shipping,Yes,49,Cash,Annually,middle_aged,365
2738,44,Female,Jacket,Outerwear,35.58,Delaware,L,Brown,Spring,3.4,Yes,Next Day Air,Yes,58,Cash,Quarterly,middle_aged,90
